Child DCN,Child MOSIS ID,RefPersonRelationshipType.Description,RelatedPerson LastName,RelatedPerson FirstName,RelatedPerson MiddleName,RelatedPerson GenerationCode,RelatedPerson BirthDate,RelatedPerson PostalCode,RelatedPerson AddressCountyName,RelatedPerson City,RelatedPerson RefSex.Description,RelatedPerson HispanicLatinoEthnicity,RelatedPerson RefEmploymentStatus.Description,RelatedPerson EmploymentStatusDate
0000004657,004657,Aunt,Gutierrez,Laura,Rachel,,1986-01-15,65000,BUTLER,Matthewtown,Female,No,Employed,2025-06-04
0000004657,004657,Uncle,Welch,Justin,Thomas,,1980-08-04,65000,BUTLER,Matthewtown,Male,Yes,Employed,2024-11-09
0000004658,004658,Stepfather,Rivera,Larry,Michael,,1990-01-24,64657,HARRISON,South Stephen,Male,No,Unemployed,2021-08-12
0000004658,004658,Foster Parent,Walter,Ronald,Austin,,1971-08-04,64657,HARRISON,South Stephen,Male,Yes,Part-time,2021-12-17
0000004659,004659,Foster Parent,Carter,Kevin,Richard,,1976-10-03,65610,BARTON,Burgessberg,Male,Yes,Employed,2021-12-27
0000004659,004659,Mother,Soto,Christy,Ebony,,1977-11-26,65610,BARTON,Burgessberg,Female,Yes,Employed,2021-10-17
0000004660,004660,Stepmother,Small,Patricia,,,2003-07-14,64327,PHELPS,Rebeccachester,Female,No,Employed,2022-04-22
0000004660,004660,Foster father,Williams,Andrew,Antonio,,1997-12-21,64327,PHELPS,Rebeccachester,Male,Yes,Employed,2021-12-25
0000004661,004661,Uncle,Johnson,Gary,Aaron,,1975-01-22,64788,COOPER,Port Chadburgh,Male,No,Employed,2022-02-24
0000004661,004661,Aunt,Gordon,April,Gina,,1994-07-25,64788,COOPER,Port Chadburgh,Female,No,Employed,2021-04-15
0000004662,004662,Foster mother,Hernandez,Allison,Jody,,1970-11-29,65500,MORGAN,Port Henry,Female,No,Employed,2024-08-18
0000004662,004662,Grandmother,Lewis,Erika,Jenna,,1989-08-04,65500,MORGAN,Port Henry,Female,No,Employed,2023-04-26
0000004663,004663,Adoptive parent,Cabrera,Jeffrey,Christopher,,2000-02-07,64671,SCOTLAND,North Crystal,Male,No,Unemployed,2022-06-26
0000004664,004664,Grandmother,Campbell,Kelsey,,,1978-12-08,63755,HOWARD,Port Monicamouth,Female,No,Employed,2025-05-31
0000004664,004664,Mother,Haynes,Adriana,Crystal,,1983-07-16,63755,HOWARD,Port Monicamouth,Female,No,Employed,2023-04-03
0000004665,004665,Foster mother,Smith,Terri,Jennifer,,1998-02-11,64862,IRON,Port Daniel,Female,No,Part-time,2026-02-05
0000004665,004665,Grandmother,Conrad,Katherine,Pamela,,1994-04-09,64862,IRON,Port Daniel,Female,No,Not in Labor Force,2022-10-13
0000004666,004666,Stepmother,Foster,Judith,,,1979-06-08,64150,PUTNAM,Roberthaven,Female,No,Part-time,2023-05-10
0000004667,004667,Stepmother,Sutton,Janice,Vanessa,,1979-12-28,64875,PEMISCOT,New Angelton,Female,No,Employed,2023-11-24
0000004667,004667,Uncle,Hill,David,Kenneth,,2003-05-01,64875,PEMISCOT,New Angelton,Male,No,Employed,2022-04-24
0000004668,004668,Grandmother,Gilbert,Kathryn,Patricia,,1981-12-09,65494,CALDWELL,Amyton,Female,Yes,Not in Labor Force,2025-02-17
0000004668,004668,Foster Parent,Huff,David,,,1971-04-05,65494,CALDWELL,Amyton,Male,Yes,Employed,2022-04-30
0000004669,004669,Foster Parent,Hoffman,Joseph,John,,1976-04-21,64964,WRIGHT,Hamptonbury,Male,No,Employed,2024-03-20
0000004669,004669,Foster mother,Le,Daisy,Priscilla,,1987-09-17,64964,WRIGHT,Hamptonbury,Female,No,Employed,2023-09-23
0000004670,004670,Grandfather,Mullins,Kevin,Stephen,,1990-07-06,63407,GRUNDY,Ericksonstad,Male,Yes,Unemployed,2022-07-26
0000004671,004671,Stepfather,Haynes,Ricky,Michael,,1990-05-31,65321,CAPE GIRARDEAU,North Beckyside,Male,Yes,Part-time,2025-01-14
0000004671,004671,Grandmother,Nunez,Sonya,Holly,,1989-03-22,65321,CAPE GIRARDEAU,North Beckyside,Female,No,Employed,2022-01-26
0000004672,004672,Stepfather,Baker,Joshua,George,,1972-10-11,64036,REYNOLDS,Hickmanton,Male,No,Employed,2024-12-14
0000004672,004672,Stepmother,Baker,Amber,,,1981-01-21,64036,REYNOLDS,Hickmanton,Female,Yes,Not in Labor Force,2021-08-10
0000004673,004673,Stepmother,Hartman,Debra,,,1991-03-20,63752,STONE,Port Tammyview,Female,Yes,Unemployed,2025-05-26
0000004673,004673,Aunt,Strong,Heather,Anna,,1983-07-13,63752,STONE,Port Tammyview,Female,No,Not in Labor Force,2025-06-09
0000004674,004674,Grandmother,Hull,Deborah,,,2001-08-06,65403,REYNOLDS,New Rachel,Female,Yes,Unemployed,2022-02-05
0000004675,004675,Father,Pruitt,Russell,Timothy,,1989-10-30,64731,JOHNSON,Davisside,Male,No,Employed,2021-03-25
0000004675,004675,Aunt,Barber,Lisa,Monica,,1990-12-25,64731,JOHNSON,Davisside,Female,No,Unemployed,2025-06-29
0000004676,004676,Grandfather,Clarke,Joshua,Douglas,,1995-07-09,64585,CEDAR,Benjaminville,Male,Yes,Employed,2022-12-20
0000004677,004677,Stepmother,Schroeder,Deborah,,,1975-04-18,64276,BUCHANAN,North Kathryn,Female,Yes,Employed,2025-02-27
0000004677,004677,Uncle,Williams,Jason,Joshua,,1986-04-30,64276,BUCHANAN,North Kathryn,Male,Yes,Employed,2021-07-02
0000004678,004678,Foster Parent,Cohen,Grant,James,,2007-01-22,64227,SALINE,Port Nicholasside,Male,Yes,Employed,2025-06-17
0000004678,004678,Grandmother,Reynolds,Brenda,Melinda,Sr.,1977-02-18,64227,SALINE,Port Nicholasside,Female,No,Employed,2023-04-20
0000004679,004679,Grandfather,Wade,Jack,Bryan,,1995-02-11,63208,BATES,Robertsfort,Male,No,Part-time,2021-10-18
0000004679,004679,Uncle,Hopkins,Robert,Daryl,,2002-06-27,63208,BATES,Robertsfort,Male,Yes,Employed,2026-01-14
0000004680,004680,Aunt,Barker,Bonnie,Diana,,1981-06-04,65779,STODDARD,South Michaelport,Female,Yes,Employed,2025-10-18
0000004680,004680,Grandmother,Oneal,Melanie,Julie,,1992-02-28,65779,STODDARD,South Michaelport,Female,No,Employed,2022-06-25
0000004681,004681,Grandfather,Ramirez,Shawn,,,1973-11-26,65083,GASCONADE,Ashleystad,Male,No,Employed,2022-04-10
0000004681,004681,Adoptive parent,Mccarthy,Darrell,Anthony,,1981-01-22,65083,GASCONADE,Ashleystad,Male,No,Not in Labor Force,2022-08-11
0000004682,004682,Stepmother,Mooney,Morgan,April,,1997-08-24,64384,DEKALB,Adamview,Female,No,Unemployed,2023-08-08
0000004682,004682,Grandfather,Sutton,Aaron,Patrick,,1984-10-23,64384,DEKALB,Adamview,Male,No,Part-time,2021-12-03
0000004683,004683,Grandfather,Rangel,Jordan,,,1972-03-25,63327,RANDOLPH,Ronaldburgh,Male,Yes,Part-time,2024-10-13
0000004683,004683,Stepfather,Gilmore,Thomas,Peter,,1974-03-31,63327,RANDOLPH,Ronaldburgh,Male,Yes,Employed,2023-04-20
0000004684,004684,Mother,Jenkins,Elizabeth,Amy,,1999-03-09,65221,ST. CHARLES,Port Crystal,Female,Yes,Unemployed,2025-01-14
0000004685,004685,Foster father,Webster,Charles,Howard,,1985-03-28,64139,TEXAS,Hunttown,Male,No,Employed,2024-04-06
0000004686,004686,Mother,Crosby,Lori,Katrina,,1970-10-07,63293,CLAY,South Mary,Female,No,Employed,2025-01-09
0000004687,004687,Stepfather,Armstrong,Joseph,Ryan,,1973-11-27,63412,DADE,Lake Tannerton,Male,No,Not in Labor Force,2023-10-13
0000004687,004687,Stepmother,Armstrong,Kimberly,,,1993-02-10,63412,DADE,Lake Tannerton,Female,No,Employed,2023-02-03
0000004688,004688,Stepmother,Porter,Teresa,,,1982-08-28,63963,ST. CLAIR,Estradahaven,Female,No,Employed,2021-07-10
0000004689,004689,Court appointed guardian,Ramirez,Barry,,,1997-05-20,63049,VERNON,Marshallfort,Male,No,Unemployed,2025-12-23
0000004690,004690,Court appointed guardian,Brown,Kyle,William,,1999-04-06,63617,CHARITON,Andersonfurt,Male,Yes,Employed,2021-07-26
0000004690,004690,Grandfather,Simon,Richard,Christopher,,1988-03-02,63617,CHARITON,Andersonfurt,Male,No,Employed,2021-12-12
0000004691,004691,Stepmother,Hart,Patricia,Emily,,1975-08-22,63450,CASS,Hollandfurt,Female,Yes,Employed,2021-07-17
0000004691,004691,Father,Hart,Jason,Jeremy,,2002-06-16,63450,CASS,Hollandfurt,Male,Yes,Employed,2022-03-20
0000004692,004692,Grandmother,Webb,Stephanie,Lauren,,1986-06-30,63797,BARRY,Lake Louis,Female,Yes,Unemployed,2023-06-05
0000004692,004692,Foster mother,Richards,Michelle,,,1996-03-07,63797,BARRY,Lake Louis,Female,No,Employed,2023-12-09
0000004693,004693,Adoptive parent,Colon,Danny,Justin,,1995-03-30,65006,CARTER,New Lisaberg,Male,Yes,Employed,2022-11-26
0000004694,004694,Foster father,Rodriguez,Kevin,Jeremy,,2001-02-06,64217,ANDREW,West Richard,Male,No,Employed,2021-07-23
0000004694,004694,Foster mother,Dominguez,Kelly,Susan,Sr.,1980-11-18,64217,ANDREW,West Richard,Female,Yes,Unemployed,2023-10-01
0000004695,004695,Adoptive parent,Dennis,Brian,,,1970-11-04,63578,PETTIS,Robleshaven,Male,No,Employed,2023-04-28
0000004695,004695,Court appointed guardian,Roberson,Daniel,Mark,,1980-02-07,63578,PETTIS,Robleshaven,Male,No,Employed,2023-05-19
0000004696,004696,Grandfather,Ramos,Michael,Randall,,1978-03-15,63140,BARTON,Danielmouth,Male,Yes,Employed,2025-04-30
0000004697,004697,Stepfather,Perry,Paul,Brian,,1985-12-31,64514,JACKSON,Lopezside,Male,No,Part-time,2022-11-03
0000004697,004697,Father,Perry,Matthew,Luis,,1985-04-25,64514,JACKSON,Lopezside,Male,No,Employed,2021-05-23
0000004698,004698,Aunt,Hale,Melissa,Brandi,,1994-02-04,65253,GREENE,Williamport,Female,No,Employed,2022-01-13
0000004699,004699,Adoptive parent,Wilcox,Michael,Christopher,,1971-04-03,65868,BATES,Diamondport,Male,No,Employed,2022-09-10
0000004700,004700,Foster Parent,Travis,Zachary,,,1982-05-22,64898,KNOX,Waltonburgh,Male,No,Employed,2024-03-29
0000004700,004700,Aunt,Davis,Catherine,Sarah,,1979-07-03,64898,KNOX,Waltonburgh,Female,Yes,Part-time,2025-01-22
0000004701,004701,Stepfather,Carr,Douglas,Kyle,,1998-01-02,65157,SCHUYLER,Lake Normanview,Male,No,Not in Labor Force,2024-10-13
0000004701,004701,Stepmother,Carr,Cynthia,Sabrina,,1981-01-03,65157,SCHUYLER,Lake Normanview,Female,Yes,Part-time,2024-07-28
0000004702,004702,Uncle,Bell,Derrick,Brad,,1975-10-15,65334,HENRY,New Christopherchester,Male,No,Employed,2025-05-29
0000004702,004702,Mother,Pacheco,Dawn,Paula,,1998-02-13,65334,HENRY,New Christopherchester,Female,Yes,Employed,2024-07-31
0000004703,004703,Court appointed guardian,Robinson,Bruce,Daniel,,2005-08-18,63791,AUDRAIN,East Courtneybury,Male,Yes,Employed,2022-11-18
0000004703,004703,Uncle,Frost,Anthony,,,1984-09-06,63791,AUDRAIN,East Courtneybury,Male,Yes,Employed,2024-07-08
0000004704,004704,Aunt,Levine,Stephanie,Leah,,1983-05-28,63424,MADISON,Morenohaven,Female,Yes,Employed,2021-06-15
0000004704,004704,Foster father,Ward,David,Ricardo,,1981-09-07,63424,MADISON,Morenohaven,Male,Yes,Not in Labor Force,2026-02-26
0000004705,004705,Uncle,Taylor,Richard,Matthew,,2007-10-15,63833,HOWARD,Meganburgh,Male,Yes,Employed,2022-02-03
0000004705,004705,Stepfather,Hall,Kevin,Christian,,1979-07-16,63833,HOWARD,Meganburgh,Male,No,Employed,2025-04-25
0000004706,004706,Grandmother,Ramos,Valerie,Vanessa,,1986-02-02,64117,MILLER,Kimberlyfort,Female,No,Employed,2023-05-21
0000004707,004707,Court appointed guardian,Hill,Matthew,Matthew,,2001-10-13,64250,CALLAWAY,South Brittany,Male,Yes,Not in Labor Force,2023-02-19
0000004707,004707,Grandfather,Austin,Charles,James,,1988-11-17,64250,CALLAWAY,South Brittany,Male,No,Employed,2025-05-03
0000004708,004708,Mother,Martinez,Amber,Phyllis,,1975-02-28,64988,BOLLINGER,New Teresa,Female,Yes,Part-time,2022-01-08
0000004709,004709,Foster Parent,Stevens,Darrell,Benjamin,,1995-01-05,63298,STONE,Newmanhaven,Male,Yes,Part-time,2024-02-03
0000004710,004710,Foster father,Hines,Miguel,Randy,,1998-07-24,63339,CALLAWAY,Ginamouth,Male,No,Employed,2025-12-13
0000004711,004711,Grandmother,Diaz,Ashley,Amy,,1981-02-03,63732,HOWELL,Schwartzfort,Female,No,Part-time,2025-06-15
0000004711,004711,Foster father,Davis,James,Marc,,1998-10-05,63732,HOWELL,Schwartzfort,Male,Yes,Employed,2025-05-29
0000004712,004712,Stepmother,Ellis,Karen,,,2002-02-03,63189,COOPER,North Robin,Female,Yes,Employed,2023-12-21
0000004712,004712,Court appointed guardian,Moore,Joshua,Terry,,1999-08-12,63189,COOPER,North Robin,Male,No,Employed,2024-05-15
0000004713,004713,Grandfather,Davis,Kenneth,Craig,,1976-08-14,64803,STODDARD,West John,Male,Yes,Part-time,2021-08-14
0000004714,004714,Foster Parent,Ochoa,Riley,,,1993-08-23,63334,HICKORY,Port Brianamouth,Male,No,Unemployed,2023-08-09
0000004714,004714,Stepmother,Simpson,Kaitlyn,Kelly,,1985-12-25,63334,HICKORY,Port Brianamouth,Female,No,Unemployed,2022-01-26
0000004715,004715,Grandfather,Neal,Steven,William,,1973-08-05,64629,ADAIR,South Brittany,Male,Yes,Employed,2023-03-12
0000004715,004715,Stepfather,Robertson,Jay,Joshua,,1985-04-21,64629,ADAIR,South Brittany,Male,Yes,Part-time,2026-02-04
0000004716,004716,Grandfather,Holland,James,Matthew,,1980-12-18,65526,CAPE GIRARDEAU,Jamesshire,Male,No,Part-time,2022-10-10
0000004716,004716,Court appointed guardian,Adkins,Kenneth,Aaron,Jr.,2005-07-08,65526,CAPE GIRARDEAU,Jamesshire,Male,No,Employed,2021-12-15
0000004717,004717,Court appointed guardian,Cardenas,Gregory,James,,1994-02-28,63472,SHANNON,Port Abigailmouth,Male,Yes,Employed,2024-10-06
0000004718,004718,Adoptive parent,Hansen,Robert,Larry,,2000-09-07,63322,ST. CHARLES,Josephville,Male,Yes,Employed,2023-10-19
0000004719,004719,Stepmother,Thomas,Tina,,,1988-01-08,63686,NEW MADRID,Chanshire,Female,Yes,Employed,2021-07-15
0000004719,004719,Stepfather,Thomas,Phillip,Robert,,1977-10-27,63686,NEW MADRID,Chanshire,Male,No,Employed,2024-09-10
0000004720,004720,Foster Parent,Lee,David,Randy,,1974-08-12,64134,TEXAS,North Samantha,Male,Yes,Unemployed,2022-05-17
0000004720,004720,Stepmother,Skinner,Autumn,Melissa,,1996-04-03,64134,TEXAS,North Samantha,Female,Yes,Unemployed,2023-08-08
0000004721,004721,Mother,Wagner,Amber,Michelle,,1981-01-08,65803,GASCONADE,Carrville,Female,No,Employed,2022-09-14
0000004722,004722,Foster father,Ho,Stephen,Joseph,,2004-03-29,63828,CALLAWAY,West Shane,Male,No,Employed,2024-01-05
0000004722,004722,Grandfather,Ramirez,Matthew,Ryan,,1992-02-22,63828,CALLAWAY,West Shane,Male,Yes,Not in Labor Force,2024-03-11
0000004723,004723,Stepfather,Shaw,Brandon,,,1979-03-29,65079,ADAIR,North Christopherfort,Male,No,Employed,2024-10-24
0000004724,004724,Grandmother,Lynch,Courtney,Karen,,1985-07-13,64959,MERCER,Port Tiffanychester,Female,No,Employed,2026-01-08
0000004724,004724,Stepfather,Foster,George,,,1970-03-19,64959,MERCER,Port Tiffanychester,Male,No,Not in Labor Force,2024-03-27
0000004725,004725,Foster Parent,Williams,James,,,1986-06-13,63761,ST. CHARLES,Marilynmouth,Male,Yes,Employed,2022-07-27
0000004726,004726,Foster father,Clark,Aaron,,,1971-04-16,64472,DUNKLIN,North Maria,Male,No,Employed,2024-12-04
0000004727,004727,Aunt,Simmons,Karen,,,1997-05-06,65654,MACON,East Elizabeth,Female,Yes,Part-time,2021-08-03
0000004728,004728,Stepmother,Miller,Tonya,,,1984-09-19,65160,CRAWFORD,Sanchezport,Female,Yes,Employed,2024-11-10
0000004729,004729,Stepfather,Hull,James,Andrew,,1980-12-15,63642,BATES,Marissaview,Male,No,Employed,2023-12-12
0000004730,004730,Uncle,Campbell,Daniel,William,,2001-03-11,63519,HARRISON,New Alicia,Male,Yes,Not in Labor Force,2023-09-04
0000004730,004730,Foster mother,Parker,Mary,Ashley,,1981-06-09,63519,HARRISON,New Alicia,Female,No,Not in Labor Force,2025-12-18
0000004731,004731,Foster father,Arias,David,Philip,,2002-01-12,65065,GASCONADE,South Jamesberg,Male,No,Employed,2022-09-26
0000004732,004732,Aunt,Parsons,Mariah,Michelle,,1983-07-06,64876,LAWRENCE,East Gabrielville,Female,No,Employed,2021-11-17
0000004732,004732,Stepmother,Singh,Crystal,Christine,,1990-07-02,64876,LAWRENCE,East Gabrielville,Female,No,Employed,2021-06-13
0000004733,004733,Aunt,Simpson,Sarah,Pamela,,1993-08-17,64760,SCOTT,Ryanland,Female,Yes,Employed,2023-09-20
0000004734,004734,Adoptive parent,Clark,Andrew,Samuel,,1996-07-06,64591,CHRISTIAN,East Jefferyborough,Male,No,Employed,2025-09-21
0000004735,004735,Mother,Taylor,Alexandra,Cindy,,1970-04-05,65870,HOLT,Tinaland,Female,Yes,Employed,2025-11-15
0000004735,004735,Adoptive parent,Bell,Mark,Robert,,1987-09-12,65870,HOLT,Tinaland,Male,No,Employed,2023-03-04
0000004736,004736,Grandfather,Lambert,David,,,1989-09-17,63053,LEWIS,South Deborahville,Male,No,Employed,2023-09-08
0000004736,004736,Foster father,Carlson,Brian,Matthew,,1988-06-10,63053,LEWIS,South Deborahville,Male,Yes,Employed,2025-01-29
0000004737,004737,Foster Parent,Thomas,Zachary,Darin,,1974-03-19,63052,ST. LOUIS,Gregoryport,Male,No,Employed,2024-02-27
0000004738,004738,Grandmother,Howell,Amy,,,1974-08-02,65102,REYNOLDS,Lake Justinshire,Female,Yes,Employed,2024-03-03
0000004738,004738,Aunt,Parks,Kelly,Brenda,,1991-03-28,65102,REYNOLDS,Lake Justinshire,Female,Yes,Unemployed,2025-07-23
0000004739,004739,Court appointed guardian,Berger,Kenneth,,,2007-04-14,65073,STE. GENEVIEVE,Adamland,Male,No,Employed,2025-05-10
0000004739,004739,Uncle,Austin,Douglas,Marco,,2001-12-18,65073,STE. GENEVIEVE,Adamland,Male,Yes,Not in Labor Force,2022-04-03
0000004740,004740,Mother,Warner,Janice,Valerie,,2004-07-06,65075,LINCOLN,New David,Female,Yes,Unemployed,2024-03-01
0000004741,004741,Father,Bullock,Mark,Jason,Sr.,1974-06-13,65054,CRAWFORD,Port Jennifer,Male,No,Employed,2024-03-22
0000004741,004741,Aunt,Kemp,Amanda,,,1989-11-28,65054,CRAWFORD,Port Jennifer,Female,No,Employed,2021-12-06
0000004742,004742,Foster father,Hernandez,Raymond,,,2002-05-10,65329,ANDREW,Jacquelinechester,Male,No,Part-time,2023-12-02
0000004743,004743,Stepfather,Myers,Michael,Clayton,,1984-05-14,63100,WORTH,Claudiaside,Male,Yes,Employed,2023-06-13
0000004743,004743,Grandmother,Taylor,Erika,Kathleen,,1996-06-14,63100,WORTH,Claudiaside,Female,Yes,Not in Labor Force,2022-10-27
0000004744,004744,Father,Ford,Carlos,Mark,,1971-03-24,64871,CRAWFORD,East Ebonymouth,Male,Yes,Employed,2021-06-24
0000004745,004745,Father,Garcia,Joshua,Thomas,,2002-01-04,63418,ATCHISON,Collinsview,Male,Yes,Employed,2023-05-18
0000004745,004745,Foster Parent,Jensen,Angel,,,1983-11-01,63418,ATCHISON,Collinsview,Male,Yes,Unemployed,2025-01-04
0000004746,004746,Father,Levy,Richard,Jon,,1988-08-28,63710,BATES,Port Edward,Male,No,Not in Labor Force,2024-10-17
0000004746,004746,Grandfather,Payne,Stephen,,,1999-11-08,63710,BATES,Port Edward,Male,Yes,Employed,2023-07-07
0000004747,004747,Court appointed guardian,Sims,Colton,Adam,,2001-03-17,64427,ST. LOUIS CITY,New Leonardberg,Male,No,Employed,2023-09-02
0000004747,004747,Uncle,Hendricks,Larry,Carlos,,1985-01-17,64427,ST. LOUIS CITY,New Leonardberg,Male,Yes,Employed,2023-04-13
0000004748,004748,Mother,Ferguson,Beverly,Felicia,,1989-06-19,65325,GASCONADE,East Keith,Female,Yes,Part-time,2023-11-11
0000004749,004749,Mother,Acosta,Jamie,Jessica,,1989-03-17,64607,ATCHISON,Lake Nancy,Female,Yes,Employed,2025-01-07
0000004749,004749,Stepfather,Acosta,Philip,William,,1985-05-20,64607,ATCHISON,Lake Nancy,Male,Yes,Employed,2025-06-06
0000004750,004750,Foster father,Reynolds,Mark,,,1972-08-25,65312,MARIES,Lake Johnburgh,Male,Yes,Unemployed,2024-08-29
0000004751,004751,Grandfather,Hardin,Paul,,Jr.,1970-06-21,65427,HARRISON,Erikside,Male,Yes,Not in Labor Force,2022-03-30
0000004751,004751,Foster father,Cortez,Billy,,,1981-07-05,65427,HARRISON,Erikside,Male,Yes,Employed,2021-06-08
0000004752,004752,Uncle,Smith,Daniel,Justin,,1983-08-04,65403,COLE,West Kendraborough,Male,No,Part-time,2022-03-06
0000004752,004752,Stepmother,Wells,Heather,Sylvia,,1970-07-21,65403,COLE,West Kendraborough,Female,Yes,Employed,2022-12-16
0000004753,004753,Foster Parent,Lee,Joseph,Jacob,,1996-04-12,63442,RALLS,Bowmanchester,Male,No,Employed,2022-10-05
0000004753,004753,Stepmother,Lawrence,Stephanie,,,1981-04-21,63442,RALLS,Bowmanchester,Female,Yes,Part-time,2022-01-28
0000004754,004754,Foster mother,Sexton,Erin,Andrea,,2004-10-30,63491,JACKSON,Tuckerberg,Female,No,Employed,2026-02-23
0000004754,004754,Grandmother,Robinson,Jessica,Kelly,,2006-08-05,63491,JACKSON,Tuckerberg,Female,Yes,Part-time,2025-02-25
0000004755,004755,Foster father,Garcia,James,,,1989-12-24,65618,BATES,North Johnborough,Male,No,Employed,2026-01-13
0000004756,004756,Court appointed guardian,Howard,Cody,,,1995-12-20,64146,NEW MADRID,Levyberg,Male,Yes,Unemployed,2023-09-18
0000004757,004757,Grandfather,Graves,Bruce,,,1992-10-26,63047,BOLLINGER,South Michael,Male,Yes,Employed,2024-08-21
0000004757,004757,Foster Parent,Newman,Paul,,,1984-01-26,63047,BOLLINGER,South Michael,Male,No,Employed,2022-06-17
0000004758,004758,Stepfather,Zhang,Nicholas,Philip,,1992-09-12,65169,MARION,New Gregory,Male,No,Employed,2024-12-09
0000004758,004758,Grandmother,Green,Jessica,,,1997-05-12,65169,MARION,New Gregory,Female,Yes,Employed,2022-10-18
0000004759,004759,Grandmother,Smith,Tasha,,,1998-04-25,65426,ST. LOUIS CITY,New Andrea,Female,Yes,Employed,2024-07-23
0000004760,004760,Aunt,Jones,Michelle,,,2005-07-09,65551,DUNKLIN,Port Sarah,Female,Yes,Employed,2025-10-06
0000004760,004760,Stepmother,Ballard,Rebecca,,,1997-10-10,65551,DUNKLIN,Port Sarah,Female,No,Part-time,2023-12-16
0000004761,004761,Father,Cordova,Jordan,,,1997-01-06,63396,JOHNSON,Port Mary,Male,No,Employed,2023-09-13
0000004761,004761,Aunt,Ramirez,Donna,Michelle,,2007-07-07,63396,JOHNSON,Port Mary,Female,Yes,Part-time,2025-08-09
0000004762,004762,Stepfather,Wilkerson,Ivan,Michael,,2001-07-29,63431,KNOX,West Henrybury,Male,No,Employed,2022-09-18
0000004762,004762,Aunt,Mccoy,Catherine,Leslie,,1976-02-24,63431,KNOX,West Henrybury,Female,No,Employed,2021-12-07
0000004763,004763,Stepfather,Hall,Jamie,Kevin,,1975-07-27,64449,GASCONADE,Bethland,Male,Yes,Unemployed,2024-12-22
0000004763,004763,Mother,Hall,Courtney,Nancy,,2004-03-23,64449,GASCONADE,Bethland,Female,No,Part-time,2024-04-21
0000004764,004764,Adoptive parent,Dickson,Christopher,,,1986-09-11,65169,BATES,Lake Christopher,Male,Yes,Employed,2023-11-07
0000004764,004764,Foster father,Reed,Juan,,,1973-11-26,65169,BATES,Lake Christopher,Male,No,Employed,2021-05-15
0000004765,004765,Aunt,Carlson,Michele,Courtney,,1973-01-22,64753,ST. FRANCOIS,Adamfort,Female,Yes,Employed,2022-01-27
0000004765,004765,Stepmother,Cortez,Sabrina,Heather,,2004-03-27,64753,ST. FRANCOIS,Adamfort,Female,Yes,Employed,2021-04-08
0000004766,004766,Foster Parent,Mitchell,Phillip,,,2002-08-28,64383,MONROE,Lake Angelicaport,Male,No,Employed,2025-02-17
0000004767,004767,Mother,Sparks,Katrina,Brittany,,1998-11-13,63455,ANDREW,Gonzalezstad,Female,Yes,Unemployed,2025-02-17
