Child DCN,Child MOSIS ID,LastName,FirstName,MiddleName,GenerationCode,BirthDate,PostalCode,AddressCountyName,City,ResponsibleOrganizationIdentifier,RefSex.Description,RefRace.Description,HispanicLatinoEthnicity,FosterCareStartDate,FosterCareEndDate,ChildAbuseNeglect,RefLanguage.Description,HomelessnessStatus,MigrantStatus,RefParentMaritalStatus.Description,FamilyMemberIncarcerated,FamilyMemberSubstanceUseAbuse,LossOfParent,PercentOfFederalPovertyLevel,FamilyIncome,NumberOfPeopleInFamily,HouseholdMemberDepressedOrMentallyIll,WeightAtBirth,WeeksOfGestation,num_participation_episodes,total_attendance_days,num_enrollment_gaps,max_gap_days,has_gap_over_6mo,avg_attendance_days,num_screenings_completed,screening_completion_rate,num_immunizations,immunization_compliance_rate,missed_screening,has_disability,has_outcomes_data,avg_cos_rating,low_outcomes,homelessness_flag,migrant_flag,abuse_flag,incarcerated_flag,substance_flag,depression_flag,loss_parent_flag,in_foster_care,deep_poverty,num_household_stressors,stability_score,engagement_score,developmental_score,context_score,composite_risk_score,risk_tier,programs_enrolled,total_enrollments
3493,3493,Donaldson,Tony,Jeffery,,2020-06-16,63068,KNOX,Port Amyborough,52501,Male,White,No,,,False,Arabic,False,False,Divorced,False,False,False,163,48108,6,False,3967,42,2,33,1,75,False,16.5,4,0.6666666666666666,18,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,35,51.66666666666667,0,20,27.416666666666668,Moderate,"Home Visiting, First Steps",2
3494,3494,Bradshaw,Adrienne,Sydney,,2021-02-08,65114,HARRISON,Lake Megan,41195,Female,White,No,,,False,English,False,False,Married,False,False,False,193,29720,2,False,3683,39,3,257,0,0,False,85.66666666666667,6,1.0,17,1.0,False,False,True,3.5,True,False,False,False,False,False,False,False,True,False,0,0,0.0,35,20,12.75,Low,"Early Head Start, Child Care",3
3495,3495,Grimes,Ralph,Danny,,2019-03-13,65540,MADISON,South Laura,62882,Male,White,No,,,False,English,False,False,Divorced,False,False,False,59,22935,6,False,3837,40,1,69,0,0,False,69.0,3,0.5,11,0.9166666666666666,True,False,True,4.75,False,False,False,False,False,False,False,False,True,True,0,20,59.583333333333336,0,45,29.895833333333336,Moderate,Childcare Subsidy,1
3496,3496,Wilson,Samantha,Stephanie,,2020-11-14,64166,OREGON,Donaldberg,75508,Not selected,White,No,,,False,English,False,False,Married,False,False,False,312,65064,5,False,3670,41,1,172,0,0,False,172.0,5,0.8333333333333334,21,1.0,False,False,True,4.0,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,Child Care,1
3497,3497,Price,John,Jonathan,,2018-08-23,63818,SULLIVAN,Port Carrietown,106280,Male,White,No,,,True,English,False,False,Divorced,False,True,False,22,18506,7,False,3285,41,3,145,0,0,False,48.333333333333336,3,0.5,14,1.0,True,False,True,2.25,True,False,False,True,False,True,False,False,True,True,1,0,57.5,35,65,36.125,High,"Early Intervention, First Steps, Head Start",3
3498,3498,Wilcox,Angela,Angel,,2021-04-12,65653,CALLAWAY,Donaldport,14917,Female,White,No,,,False,English,False,False,Married,False,False,False,321,70707,6,False,3962,41,4,267,1,86,False,66.75,6,1.0,21,1.0,False,False,True,4.0,False,False,False,False,False,False,False,False,True,False,0,30,40.0,0,20,23.0,Low,"Child Care, Home Visiting, Childcare Subsidy, First Steps",4
3499,3499,Brandt,Tracy,Pamela,,2019-05-05,63139,BOLLINGER,Joannefort,9550,Not selected,White,No,,,False,English,False,False,Separated,False,True,False,111,49519,5,False,2842,40,2,254,0,0,False,127.0,2,0.3333333333333333,19,1.0,True,False,True,4.25,False,False,False,False,False,True,False,False,True,False,1,0,23.333333333333336,0,25,10.833333333333334,Low,"Child Care, Childcare Subsidy",2
3500,3500,Harrison,Michael,Jeremy,,2020-05-08,64407,MISSISSIPPI,Michaelshire,67366,Male,White,No,,,False,English,False,False,Divorced,False,False,True,99,4731,5,False,2168,37,2,64,0,0,False,32.0,2,0.3333333333333333,13,1.0,True,False,True,2.25,True,False,False,False,False,False,False,True,True,True,1,20,63.333333333333336,35,50,40.583333333333336,High,"Childcare Subsidy, Home Visiting",2
3501,3501,Mckinney,John,James,,2021-06-12,64285,BARRY,Baileyfurt,5861,Male,White,No,,,False,English,False,False,Divorced,False,False,False,180,38057,2,False,3072,37,1,86,0,0,False,86.0,4,0.6666666666666666,17,1.0,False,False,True,4.25,False,False,False,False,False,False,False,False,True,False,0,20,11.666666666666668,0,20,12.916666666666668,Low,Childcare Subsidy,1
3502,3502,Phillips,Spencer,,,2021-04-04,64434,LINCOLN,Warrenbury,57772,Not selected,White,No,,,False,English,False,False,Married,False,False,False,172,20534,6,False,4347,40,1,20,0,0,False,20.0,1,0.16666666666666666,13,1.0,True,True,True,4.5,False,False,False,False,False,False,False,False,True,False,0,20,69.16666666666667,40,20,37.29166666666667,High,First Steps,1
3503,3503,Smith,Richard,,,2021-12-28,65504,HICKORY,Edwinport,43230,Male,White,No,,,False,French,False,False,Separated,False,False,False,259,76810,2,False,2777,38,3,115,0,0,False,38.333333333333336,6,1.0,21,1.0,False,False,True,4.875,False,False,False,False,False,False,False,False,True,False,0,0,40.0,0,20,14.0,Low,"Home Visiting, State Pre-K, Early Intervention",3
3504,3504,Marquez,William,James,,2018-09-03,63818,BENTON,Port Stephen,8315,Male,White,No,,,False,English,False,False,Separated,False,False,False,168,49618,4,False,3712,40,1,27,0,0,False,27.0,5,0.8333333333333334,19,1.0,False,True,True,4.0,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,40,20,31.458333333333332,Moderate,Early Intervention,1
3505,3505,Davis,Heather,David,,2020-12-13,64308,BARTON,Port Jonathantown,6161,Not selected,White,Yes,,,False,Spanish,False,False,Married,False,True,False,147,32042,2,True,4008,37,3,366,0,0,False,122.0,4,0.6666666666666666,16,1.0,False,False,True,3.875,True,False,False,False,False,True,True,False,True,False,2,0,11.666666666666668,35,30,17.666666666666668,Low,"Child Care, Early Head Start, Childcare Subsidy",3
3506,3506,Mitchell,Michael,,,2021-11-08,63226,DUNKLIN,South Brendan,35240,Not selected,White,No,,,False,English,False,False,Married,False,False,False,169,28898,5,False,3173,34,2,79,0,0,False,39.5,6,1.0,18,1.0,False,False,True,3.125,True,False,False,False,False,False,False,False,True,False,0,20,40.0,35,20,28.75,Moderate,First Steps,2
3507,3507,Davidson,Trevor,,,2020-07-19,64777,STE. GENEVIEVE,North Rebeccamouth,103241,Not selected,White,No,,,False,English,False,False,Single,False,True,False,57,19941,2,True,3288,39,2,158,1,82,False,79.0,4,0.6666666666666666,13,1.0,False,False,True,3.625,True,False,False,False,False,True,True,False,True,True,2,15,51.66666666666667,35,55,37.16666666666667,High,"Childcare Subsidy, Child Care",2
3508,3508,Sanders,Jacqueline,Bradley,,2019-12-06,64357,WRIGHT,South Alan,115073,Not selected,Black or African American,No,,,False,English,False,False,Single,False,False,False,396,91511,2,False,3178,41,3,314,2,118,False,104.66666666666667,5,0.8333333333333334,21,1.0,False,False,True,4.5,False,False,False,False,False,False,False,False,True,False,0,30,5.833333333333332,0,20,14.458333333333332,Low,"Early Head Start, Childcare Subsidy, Child Care",3
3509,3509,Armstrong,Brandy,Hannah,,2021-09-21,63829,DADE,Lake Jose,29144,Female,White,No,,,False,English,False,False,Divorced,False,False,False,161,25304,7,False,2210,37,1,154,0,0,False,154.0,4,0.6666666666666666,20,1.0,False,False,True,4.0,False,False,False,False,False,False,False,False,True,False,0,0,11.666666666666668,0,20,6.916666666666667,Low,Early Head Start,1
3510,3510,Hawkins,Gabrielle,Joy,,2020-01-20,63252,SALINE,East Lucas,92067,Female,Black or African American,No,,,False,English,False,False,Married,False,False,False,244,93038,6,False,4025,37,2,153,0,0,False,76.5,6,1.0,22,1.0,False,False,True,4.5,False,False,False,False,False,False,False,False,True,False,0,0,40.0,0,20,14.0,Low,"Home Visiting, Head Start",2
3511,3511,Kline,Michelle,Heather,,2020-08-04,63800,ANDREW,North Justin,2340,Female,White,Yes,,,False,Spanish,False,False,Separated,False,False,False,195,34857,3,False,3692,42,1,118,0,0,False,118.0,4,0.6666666666666666,19,1.0,False,False,True,4.25,False,False,False,False,False,False,False,False,True,False,0,0,11.666666666666668,0,20,6.916666666666667,Low,Early Head Start,1
3512,3512,Cruz,Kelly,Robert,,2021-10-25,63932,DEKALB,Mercerfurt,32391,Male,Black or African American,No,,,False,English,False,False,Single,False,False,False,89,48147,5,False,2724,39,2,207,0,0,False,103.5,5,0.8333333333333334,18,1.0,False,False,True,4.0,False,False,False,False,False,False,False,False,True,True,0,0,5.833333333333332,0,45,10.458333333333332,Low,"Early Head Start, State Pre-K",2
3513,3513,Moore,Meghan,Cynthia,,2018-02-08,64689,CALDWELL,North Sherri,13900,Female,White,No,,,False,English,False,False,Separated,False,False,False,243,64622,2,False,3338,40,1,81,0,0,False,81.0,5,0.8333333333333334,21,1.0,False,False,True,5.5,False,False,False,False,False,False,False,False,True,False,0,20,5.833333333333332,0,20,11.458333333333332,Low,Childcare Subsidy,1
3514,3514,Russell,Heather,Lisa,,2018-03-09,63602,DOUGLAS,Dustinhaven,34029,Not selected,White,No,,,False,English,False,False,Married,False,False,False,54,46613,3,False,3852,42,1,26,0,0,False,26.0,5,0.8333333333333334,16,1.0,False,False,True,4.25,False,False,False,False,False,False,False,False,True,True,0,20,45.83333333333333,0,45,26.458333333333332,Moderate,Early Intervention,1
3515,3515,Cook,Philip,,,2018-02-05,63622,MONTGOMERY,Lake Tyler,70519,Not selected,White,No,,,False,English,False,False,Married,False,False,False,177,26616,2,False,4181,42,1,34,0,0,False,34.0,5,0.8333333333333334,16,1.0,False,False,True,3.75,True,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,35,20,30.208333333333332,Moderate,First Steps,1
3516,3516,Norris,Aaron,Lisa,,2019-10-15,64894,AUDRAIN,North Amy,4298,Not selected,American Indian or Alaska Native,No,,,False,English,True,False,Divorced,False,False,False,50,13249,3,False,3099,41,1,30,0,0,False,30.0,2,0.3333333333333333,11,0.9166666666666666,True,False,True,4.0,False,True,False,False,False,False,False,False,True,True,0,20,65.41666666666667,0,70,36.35416666666667,High,Childcare Subsidy,1
3517,3517,Bennett,Christopher,Elizabeth,,2021-01-05,65290,DOUGLAS,West Christophertown,34050,Not selected,White,No,,,False,English,False,False,Divorced,False,False,False,341,45890,5,True,3421,38,1,35,0,0,False,35.0,5,0.8333333333333334,20,1.0,False,False,True,4.0,False,False,False,False,False,False,True,False,True,False,1,20,45.83333333333333,0,25,22.458333333333332,Low,First Steps,1
3518,3518,Clark,George,,Jr.,2018-07-19,63590,PULASKI,South Natalie,85447,Male,White,Yes,,,False,English,False,False,Separated,False,False,False,355,78367,3,False,2740,41,1,52,0,0,False,52.0,6,1.0,21,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,20,40.0,0,20,20.0,Low,Early Head Start,1
3519,3519,Koch,Marissa,Monica,,2019-03-13,65681,MACON,East Luke,61213,Female,White,No,,,False,English,False,False,Separated,False,False,False,308,78273,6,False,2700,41,2,71,0,0,False,35.5,5,0.8333333333333334,20,1.0,False,False,True,5.25,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,0,20,21.458333333333332,Low,"Home Visiting, Childcare Subsidy",2
3520,3520,George,Diana,Jay,,2020-03-04,65240,COLE,Port Alexander,26431,Not selected,White,No,,,True,English,False,False,Married,False,False,False,112,49251,3,False,2741,37,3,148,0,0,False,49.333333333333336,4,0.6666666666666666,17,1.0,False,False,True,3.0,True,False,False,True,False,False,False,False,True,False,0,0,51.66666666666667,35,35,28.666666666666668,Moderate,"Home Visiting, Child Care",3
3521,3521,Johnson,Amy,,,2020-09-12,65288,GENTRY,New Lorishire,38763,Female,White,Yes,,,False,English,True,False,Divorced,True,True,False,97,336,5,False,3825,38,2,65,1,114,False,32.5,3,0.5,16,1.0,True,False,True,2.5,True,True,False,False,True,True,False,False,True,True,2,35,57.5,35,80,49.625,High,"Child Care, Home Visiting",2
3522,3522,Meyer,Juan,,,2019-02-17,64475,STE. GENEVIEVE,Port Sheliaside,103702,Male,White,Yes,,,False,Spanish,False,False,Married,False,False,False,101,38755,3,False,4063,42,2,89,0,0,False,44.5,5,0.8333333333333334,20,1.0,False,False,True,5.5,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,0,20,21.458333333333332,Low,"Early Head Start, Home Visiting",2
3523,3523,Schneider,Christopher,,,2019-03-28,64023,CAPE GIRARDEAU,West Holly,16505,Male,White,No,,,False,English,False,False,Separated,False,False,False,113,23252,2,True,3386,40,1,133,0,0,False,133.0,5,0.8333333333333334,17,1.0,False,False,True,4.5,False,False,False,False,False,False,True,False,True,False,1,0,5.833333333333332,0,25,6.458333333333333,Low,Child Care,1
3524,3524,Greene,Matthew,Nicole,,2018-04-08,63290,PULASKI,New Felicia,85535,Not selected,White,No,,,False,English,False,False,Married,False,False,False,58,32784,2,False,4220,39,1,43,0,0,False,43.0,6,1.0,19,1.0,False,False,True,4.25,False,False,False,False,False,False,False,False,True,True,0,20,40.0,0,45,25.0,Moderate,Early Intervention,1
3525,3525,Mccarthy,David,Thomas,,2021-08-19,65224,CARROLL,Butlerland,17708,Male,White,No,,,False,English,False,False,Married,False,False,False,155,38983,7,False,2890,40,3,421,0,0,False,140.33333333333334,2,0.3333333333333333,16,1.0,True,False,True,3.75,True,False,False,False,False,False,False,False,True,False,0,0,23.333333333333336,35,20,18.583333333333336,Low,"Early Head Start, Head Start",3
3526,3526,Jackson,Robert,,,2019-09-03,65791,CHARITON,New Kristinaland,21766,Not selected,Black or African American,Yes,,,False,Spanish,False,False,Single,False,False,False,103,22318,5,False,3828,41,1,21,0,0,False,21.0,4,0.6666666666666666,16,1.0,False,False,True,2.25,True,False,False,False,False,False,False,False,True,False,0,20,51.66666666666667,35,20,31.666666666666668,Moderate,Home Visiting,1
3527,3527,Meyer,Chad,Mark,,2018-04-01,65540,AUDRAIN,Melissashire,4383,Male,White,No,,,False,English,False,False,Married,False,False,False,117,26982,6,False,3874,29,1,203,0,0,False,203.0,5,0.8333333333333334,14,1.0,False,True,True,4.25,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,40,20,15.458333333333332,Low,Childcare Subsidy,1
3528,3528,Scott,Judy,Melissa,,2018-05-13,65483,RALLS,Bradfordstad,87498,Female,White,No,,,False,English,False,False,Separated,False,False,False,109,29957,4,False,3636,42,2,193,0,0,False,96.5,5,0.8333333333333334,18,1.0,False,True,True,3.25,True,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,75,20,24.208333333333332,Moderate,"Early Intervention, Childcare Subsidy",2
3529,3529,Roy,Daniel,Wyatt,,2019-02-22,63625,CLINTON,North Tiffanyside,25012,Male,White,No,,,True,English,False,False,Divorced,False,False,False,43,983,7,False,2214,41,1,7,0,0,False,7.0,0,0.0,17,1.0,True,False,True,1.75,True,False,False,True,False,False,False,False,True,True,0,20,75.0,35,60,45.5,High,Early Intervention,1
3530,3530,Harmon,Megan,,,2019-06-22,64548,CLAY,Port Chloefort,24788,Female,Black or African American,Yes,,,False,English,False,False,Married,False,False,False,132,22084,3,False,3214,39,1,138,0,0,False,138.0,4,0.6666666666666666,17,1.0,False,False,True,4.5,False,False,False,False,False,False,False,False,True,False,0,0,11.666666666666668,0,20,6.916666666666667,Low,Early Head Start,1
3531,3531,Roberts,Cassandra,Christine,,2020-07-20,65107,BOLLINGER,North Angela,9089,Not selected,American Indian or Alaska Native,No,,,False,Navajo,False,False,Married,False,False,False,267,47298,2,False,4300,39,2,172,1,34,False,86.0,6,1.0,20,1.0,False,True,True,4.875,False,False,False,False,False,False,False,False,True,False,0,15,0.0,40,20,18.5,Low,"Home Visiting, Childcare Subsidy",2
3532,3532,Henderson,Julie,Donald,,2019-12-23,64176,CLAY,South Yolanda,24012,Not selected,White,No,,,False,English,False,False,Divorced,False,False,False,161,37924,6,False,3337,42,1,60,0,0,False,60.0,5,0.8333333333333334,15,1.0,False,False,True,4.0,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,0,20,21.458333333333332,Low,Early Head Start,1
3533,3533,Johnson,Henry,,,2020-01-24,63185,JEFFERSON,South Lisachester,50576,Male,White,No,,,False,English,False,False,Single,False,False,False,34,20859,7,False,3945,41,3,56,2,136,False,18.666666666666668,3,0.5,13,1.0,True,False,True,2.375,True,False,False,False,False,False,False,False,True,True,0,50,57.5,35,45,47.125,High,"Home Visiting, Childcare Subsidy",3
3534,3534,Mendoza,Michelle,William,,2019-11-10,63083,JACKSON,Lake Alyssa,48300,Not selected,White,No,,,False,English,False,False,Single,False,False,False,142,33126,6,False,2602,41,1,14,0,0,False,14.0,4,0.6666666666666666,17,1.0,False,False,True,2.5,True,False,False,False,False,False,False,False,True,False,0,20,51.66666666666667,35,20,31.666666666666668,Moderate,First Steps,1
3535,3535,Reynolds,Claire,Tammy,,2020-06-09,63626,HARRISON,Angelfurt,41334,Female,White,No,,,False,English,False,False,Single,False,False,False,197,69968,5,False,3622,37,2,301,0,0,False,150.5,3,0.5,22,1.0,True,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,0,17.5,0,20,8.375,Low,"Child Care, Early Head Start",2
3536,3536,Glass,Rachel,Candice,,2021-01-06,63846,PLATTE,New Erik,83491,Female,White,No,,,False,English,False,False,Married,False,True,False,362,84817,4,False,3733,38,3,225,0,0,False,75.0,4,0.6666666666666666,22,1.0,False,False,True,4.75,False,False,False,False,False,True,False,False,True,False,1,0,51.66666666666667,0,25,17.916666666666668,Low,"Early Head Start, State Pre-K, Home Visiting",3
3537,3537,Vazquez,Jessica,Kayla,,2018-09-25,65348,BARTON,New Hollyborough,6643,Female,Asian,No,,,True,Hindi,False,False,Divorced,False,False,True,14,8350,6,False,3836,40,2,101,0,0,False,50.5,1,0.16666666666666666,13,1.0,True,False,True,2.0,True,False,False,True,False,False,False,True,True,True,1,0,69.16666666666667,35,65,39.04166666666667,High,"Childcare Subsidy, Home Visiting",2
3538,3538,Mayo,James,Travis,,2021-08-14,64126,ST. FRANCOIS,Garyside,100167,Male,White,No,,,True,English,False,False,Single,False,False,False,52,49677,3,False,4001,41,3,194,0,0,False,64.66666666666667,5,0.8333333333333334,16,1.0,False,False,True,3.5,True,False,False,True,False,False,False,False,True,True,0,0,45.83333333333333,35,60,32.20833333333333,Moderate,"First Steps, Head Start, Child Care",3
3539,3539,Medina,Lindsey,Stephanie,,2019-02-21,64391,NEWTON,South Kellyshire,73976,Female,White,No,,,False,English,False,False,Divorced,False,False,False,169,21887,4,False,4333,41,3,215,0,0,False,71.66666666666667,5,0.8333333333333334,16,1.0,False,False,True,3.5,True,False,False,False,False,False,False,False,True,False,0,0,45.83333333333333,35,20,24.208333333333332,Moderate,"Early Head Start, Child Care",3
3540,3540,Nichols,Emily,,,2020-01-12,65837,BATES,West Matthew,7372,Female,White,No,,,False,English,False,False,Single,False,False,False,185,29684,7,False,2617,40,2,85,0,0,False,42.5,6,1.0,20,1.0,False,True,True,2.875,True,False,False,False,False,False,False,False,True,False,0,20,40.0,75,20,38.75,High,First Steps,2
3541,3541,Villegas,Steven,Ryan,,2020-08-20,64331,DEKALB,Jamestown,32402,Not selected,White,No,,,False,Russian,False,False,Single,False,False,False,175,97109,7,False,2965,40,1,130,0,0,False,130.0,5,0.8333333333333334,22,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,Child Care,1
3542,3542,Hawkins,Chelsea,,Sr.,2020-03-23,63567,LAWRENCE,West Anthonyland,55892,Female,White,No,,,False,English,False,False,Separated,False,False,False,172,49160,5,False,3493,38,1,116,0,0,False,116.0,6,1.0,21,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Childcare Subsidy,1
