Child DCN,Child MOSIS ID,RefPersonRelationshipType.Description,RelatedPerson LastName,RelatedPerson FirstName,RelatedPerson MiddleName,RelatedPerson GenerationCode,RelatedPerson BirthDate,RelatedPerson PostalCode,RelatedPerson AddressCountyName,RelatedPerson City,RelatedPerson RefSex.Description,RelatedPerson HispanicLatinoEthnicity,RelatedPerson RefEmploymentStatus.Description,RelatedPerson EmploymentStatusDate,RelatedPerson HighestEducationLevel
0000003622,003622,Stepmother,Harmon,Megan,Jordan,,2005-04-18,63211,IRON,Mcleanmouth,Female,Yes,Employed,2021-10-28,Associate's degree
0000003622,003622,Aunt,Fernandez,Melissa,Sabrina,,1987-01-04,63211,IRON,Mcleanmouth,Female,Yes,Employed,2021-11-04,High school diploma or equivalent
0000003623,003623,Foster Parent,Ramos,Connor,,,1974-02-15,64935,JASPER,Garciaside,Male,No,Employed,2021-12-05,Graduate or professional degree
0000003623,003623,Grandmother,Giles,Ashley,Heather,,1999-03-17,64935,JASPER,Garciaside,Female,Yes,Part-time,2025-05-11,No high school diploma
0000003624,003624,Uncle,Vargas,Jeffrey,Kevin,,1987-05-21,63456,BOONE,East Jessicaborough,Male,No,Employed,2024-09-17,High school diploma or equivalent
0000003624,003624,Court appointed guardian,King,Alejandro,Michael,,1996-11-01,63456,BOONE,East Jessicaborough,Male,No,Part-time,2025-10-16,"Some college, no degree"
0000003625,003625,Foster Parent,Miller,Joshua,Steven,,1985-03-17,65887,MARIES,Aliport,Male,No,Employed,2022-03-06,High school diploma or equivalent
0000003626,003626,Mother,Snyder,Dana,Kristine,,2003-09-21,65597,MONITEAU,Lake Jeffery,Female,No,Employed,2026-01-18,"Some college, no degree"
0000003627,003627,Foster Parent,Wagner,James,Cameron,,1987-05-17,65755,PETTIS,Lake Kennethville,Male,Yes,Employed,2024-12-28,"Some college, no degree"
0000003627,003627,Stepfather,Bryant,Tommy,,,1997-07-22,65755,PETTIS,Lake Kennethville,Male,Yes,Employed,2023-09-17,No high school diploma
0000003628,003628,Aunt,Hernandez,Amanda,Alexis,,2000-10-23,65110,HICKORY,Clarkchester,Female,No,Employed,2026-02-02,High school diploma or equivalent
0000003629,003629,Mother,Edwards,Rachel,Linda,,1988-09-07,65242,MERCER,Watkinsfort,Female,Yes,Employed,2024-09-07,Bachelor's degree
0000003629,003629,Uncle,Mckinney,Joseph,Jimmy,,1972-10-30,65242,MERCER,Watkinsfort,Male,Yes,Employed,2024-01-23,Bachelor's degree
0000003630,003630,Mother,Chan,Michelle,Suzanne,,2007-02-20,65510,DALLAS,North Anthony,Female,Yes,Employed,2024-08-22,No high school diploma
0000003631,003631,Stepfather,Davidson,Kenneth,,,2001-06-20,64018,JACKSON,Danielland,Male,Yes,Employed,2024-01-14,"Some college, no degree"
0000003631,003631,Grandmother,Nunez,Chelsea,Tammy,,1977-08-09,64018,JACKSON,Danielland,Female,Yes,Not in Labor Force,2024-05-25,High school diploma or equivalent
0000003632,003632,Grandmother,Christian,Amanda,Paula,,1988-12-22,65215,SCOTT,Lake Dawnfort,Female,No,Employed,2023-10-20,Bachelor's degree
0000003633,003633,Stepmother,Ramirez,Amanda,Sarah,,1988-09-16,63035,CARTER,West Brendanberg,Female,Yes,Not in Labor Force,2024-08-09,"Some college, no degree"
0000003633,003633,Mother,Ramirez,Kim,Linda,,1977-02-27,63035,CARTER,West Brendanberg,Female,Yes,Employed,2021-04-14,Associate's degree
0000003634,003634,Stepfather,Hayes,Matthew,Nicholas,,1989-08-24,64722,MILLER,New Eric,Male,Yes,Employed,2022-05-18,High school diploma or equivalent
0000003635,003635,Stepmother,Herrera,Vanessa,Dana,,1972-11-17,64620,RAY,Hortonfurt,Female,No,Part-time,2021-04-09,No high school diploma
0000003635,003635,Foster mother,Suarez,Susan,Chelsea,,1980-11-11,64620,RAY,Hortonfurt,Female,Yes,Employed,2023-09-28,Graduate or professional degree
0000003636,003636,Stepmother,Byrd,Cheryl,,,1993-05-15,63185,WASHINGTON,Marissafort,Female,Yes,Employed,2025-02-26,No high school diploma
0000003636,003636,Aunt,Rasmussen,Brittany,,,1984-08-03,63185,WASHINGTON,Marissafort,Female,No,Part-time,2025-01-30,Bachelor's degree
0000003637,003637,Foster Parent,Howe,John,Shaun,,1985-10-31,65052,PERRY,Evanberg,Male,No,Unemployed,2025-08-19,Bachelor's degree
0000003638,003638,Court appointed guardian,Franco,Nicholas,,,1975-09-13,64651,KNOX,Vanessastad,Male,No,Unemployed,2024-06-05,"Some college, no degree"
0000003639,003639,Adoptive parent,Johnson,Nicholas,,,1981-10-20,63490,CARTER,South Chaseborough,Male,No,Unemployed,2023-02-11,High school diploma or equivalent
0000003639,003639,Grandfather,Gallegos,Norman,Sean,,1981-02-23,63490,CARTER,South Chaseborough,Male,Yes,Employed,2025-07-27,Bachelor's degree
0000003640,003640,Grandfather,Summers,Ryan,,,1998-10-14,63277,DOUGLAS,Hensleyville,Male,Yes,Employed,2025-09-05,High school diploma or equivalent
0000003640,003640,Stepmother,Mann,Laura,,,1980-03-01,63277,DOUGLAS,Hensleyville,Female,No,Not in Labor Force,2022-08-22,"Some college, no degree"
0000003641,003641,Court appointed guardian,Vang,Adam,Cameron,,1998-02-28,63904,SCHUYLER,Marissamouth,Male,No,Employed,2022-04-30,Bachelor's degree
0000003641,003641,Aunt,Chavez,Rebecca,Connie,,2007-04-08,63904,SCHUYLER,Marissamouth,Female,Yes,Employed,2026-01-18,Bachelor's degree
0000003642,003642,Stepmother,Garcia,Sharon,,,2002-07-15,64977,WARREN,Chelseaborough,Female,Yes,Employed,2022-08-17,Graduate or professional degree
0000003642,003642,Stepfather,Garcia,Michael,Matthew,,1972-06-28,64977,WARREN,Chelseaborough,Male,No,Employed,2021-10-26,Bachelor's degree
0000003643,003643,Grandmother,Ellison,Susan,Julia,,1995-04-15,63391,LINN,New Melissa,Female,Yes,Employed,2024-03-29,No high school diploma
0000003643,003643,Adoptive parent,Serrano,Joseph,Sean,,1999-12-10,63391,LINN,New Melissa,Male,No,Not in Labor Force,2025-03-05,High school diploma or equivalent
0000003644,003644,Foster father,Stewart,Jamie,Randy,,1978-09-04,64138,FRANKLIN,Lake Brandon,Male,No,Part-time,2024-08-22,No high school diploma
0000003645,003645,Stepfather,Jones,George,Mark,,1982-03-03,65487,CAMDEN,Baileyburgh,Male,No,Part-time,2025-11-26,High school diploma or equivalent
0000003646,003646,Stepmother,Terrell,Casey,Brittany,,1988-08-17,63308,DAVIESS,South Samantha,Female,No,Employed,2021-08-19,"Some college, no degree"
0000003647,003647,Uncle,Frazier,Scott,Robert,,1994-04-12,64258,PLATTE,Josephton,Male,No,Employed,2021-06-11,Associate's degree
0000003647,003647,Foster Parent,White,James,Christopher,,1980-06-06,64258,PLATTE,Josephton,Male,Yes,Employed,2024-06-19,High school diploma or equivalent
0000003648,003648,Mother,Davenport,Crystal,Margaret,,2008-02-02,63885,TANEY,South Emily,Female,Yes,Employed,2021-08-16,Associate's degree
0000003649,003649,Court appointed guardian,Lee,Richard,Nicholas,,1990-07-08,64205,CHARITON,Wesleymouth,Male,Yes,Employed,2025-08-24,Associate's degree
0000003649,003649,Stepfather,Watson,Anthony,Joshua,,1970-08-06,64205,CHARITON,Wesleymouth,Male,No,Employed,2024-08-22,High school diploma or equivalent
0000003650,003650,Stepmother,Young,Diana,,,2008-02-28,65326,LIVINGSTON,East Timothyview,Female,No,Employed,2024-01-25,"Some college, no degree"
0000003651,003651,Foster Parent,Friedman,David,,,1983-12-19,64649,JEFFERSON,Kimberlymouth,Male,No,Part-time,2023-01-14,High school diploma or equivalent
0000003651,003651,Court appointed guardian,Thompson,Jeffrey,Kevin,,2008-02-25,64649,JEFFERSON,Kimberlymouth,Male,Yes,Unemployed,2025-01-03,High school diploma or equivalent
0000003652,003652,Uncle,Moreno,Andrew,Michael,,1995-03-20,64141,WRIGHT,West Angela,Male,No,Employed,2025-03-18,Associate's degree
0000003652,003652,Foster Parent,Higgins,Elijah,Michael,,1974-10-23,64141,WRIGHT,West Angela,Male,No,Employed,2021-05-27,"Some college, no degree"
0000003653,003653,Adoptive parent,Hunt,James,Brian,,1982-04-13,64923,BUCHANAN,Marilynchester,Male,Yes,Employed,2025-04-02,Bachelor's degree
0000003654,003654,Grandfather,Lopez,Anthony,Bryan,,1979-11-19,65818,MISSISSIPPI,Lake Jacob,Male,Yes,Employed,2025-04-03,"Some college, no degree"
0000003654,003654,Court appointed guardian,Garcia,Stanley,Donald,,2002-02-16,65818,MISSISSIPPI,Lake Jacob,Male,No,Part-time,2026-01-18,High school diploma or equivalent
0000003655,003655,Foster father,Taylor,Caleb,,,1976-09-02,64818,LINN,Michaelville,Male,No,Employed,2021-10-07,High school diploma or equivalent
0000003655,003655,Aunt,Melton,Megan,,,1998-07-07,64818,LINN,Michaelville,Female,No,Not in Labor Force,2024-02-03,Associate's degree
0000003656,003656,Court appointed guardian,Sanchez,Antonio,Alexander,,1977-08-09,63648,ST. LOUIS,Jesusmouth,Male,No,Employed,2024-11-26,"Some college, no degree"
0000003657,003657,Stepfather,Smith,Nathan,Paul,,1974-10-22,63339,LINN,Harperhaven,Male,Yes,Employed,2024-01-19,Associate's degree
0000003657,003657,Mother,Smith,Marcia,Brandy,,1997-06-11,63339,LINN,Harperhaven,Female,No,Not in Labor Force,2022-10-11,No high school diploma
0000003658,003658,Foster Parent,Hunter,Stephen,,,1974-10-12,64579,CALLAWAY,Dominguezport,Male,Yes,Part-time,2026-02-10,"Some college, no degree"
0000003658,003658,Mother,Williams,Kathleen,Emily,,1976-09-29,64579,CALLAWAY,Dominguezport,Female,No,Employed,2021-09-14,Graduate or professional degree
0000003659,003659,Foster father,Williamson,Derrick,Timothy,,1985-02-14,64491,BUTLER,Robinton,Male,Yes,Part-time,2021-09-02,"Some college, no degree"
0000003660,003660,Uncle,Morrow,Michael,Bradley,,1992-04-10,64314,BOONE,Lake Daniel,Male,No,Unemployed,2022-04-28,High school diploma or equivalent
0000003660,003660,Court appointed guardian,Murphy,Charles,Brandon,,1988-06-04,64314,BOONE,Lake Daniel,Male,Yes,Part-time,2024-05-31,"Some college, no degree"
0000003661,003661,Stepmother,Curtis,Zoe,,,2000-03-30,65854,GREENE,South Richardland,Female,No,Not in Labor Force,2025-04-09,"Some college, no degree"
0000003661,003661,Father,Curtis,Scott,,,1995-05-13,65854,GREENE,South Richardland,Male,No,Employed,2021-08-25,Graduate or professional degree
0000003662,003662,Foster Parent,Wright,Edward,Matthew,,1982-07-04,64422,BOONE,Chavezfort,Male,No,Employed,2021-10-22,High school diploma or equivalent
0000003662,003662,Foster mother,Watts,Marissa,Maria,,1974-11-06,64422,BOONE,Chavezfort,Female,Yes,Not in Labor Force,2025-07-01,High school diploma or equivalent
0000003663,003663,Court appointed guardian,Medina,John,Larry,,1973-07-02,65283,MERCER,Lake Samanthaport,Male,No,Employed,2023-03-28,High school diploma or equivalent
0000003664,003664,Court appointed guardian,Briggs,Alex,Brian,,1998-08-09,65183,BARTON,Cliffordhaven,Male,No,Unemployed,2025-05-25,High school diploma or equivalent
0000003664,003664,Aunt,Pham,Ashley,Hannah,,1978-02-23,65183,BARTON,Cliffordhaven,Female,No,Not in Labor Force,2021-10-10,No high school diploma
0000003665,003665,Foster Parent,Williams,Jeffrey,Jeremy,,1995-07-31,63338,BARRY,South Emilybury,Male,Yes,Employed,2021-10-02,Graduate or professional degree
0000003665,003665,Father,Perez,Tim,,,2005-11-21,63338,BARRY,South Emilybury,Male,Yes,Not in Labor Force,2026-01-06,High school diploma or equivalent
0000003666,003666,Stepfather,Winters,Michael,,,2004-06-26,65376,MARION,New Coryport,Male,No,Unemployed,2024-01-02,High school diploma or equivalent
0000003666,003666,Uncle,Johnson,Chad,,,1980-03-05,65376,MARION,New Coryport,Male,Yes,Employed,2022-12-11,Associate's degree
0000003667,003667,Court appointed guardian,Johnson,Tristan,Matthew,,1971-03-07,64793,MONROE,Erictown,Male,Yes,Part-time,2023-12-10,Bachelor's degree
0000003667,003667,Foster father,Thornton,Mark,,,1977-06-11,64793,MONROE,Erictown,Male,Yes,Employed,2025-01-14,Graduate or professional degree
0000003668,003668,Mother,Molina,Brianna,Melissa,,1991-08-10,63793,JEFFERSON,Lake Carolynmouth,Female,Yes,Not in Labor Force,2022-03-24,Associate's degree
0000003669,003669,Grandfather,Brooks,Jesus,,,1994-06-15,64348,BARTON,Sandovalmouth,Male,No,Employed,2024-09-20,"Some college, no degree"
0000003669,003669,Foster mother,Stewart,Amber,Yvonne,,1983-07-15,64348,BARTON,Sandovalmouth,Female,Yes,Employed,2024-08-23,High school diploma or equivalent
0000003670,003670,Mother,Johnston,Julie,,,1997-06-11,64833,OREGON,West Troyborough,Female,No,Employed,2025-08-10,Graduate or professional degree
0000003670,003670,Aunt,Jones,Jessica,Theresa,,2007-06-19,64833,OREGON,West Troyborough,Female,No,Part-time,2023-07-11,Associate's degree
0000003671,003671,Mother,Lee,Rhonda,,,2004-01-15,63220,DADE,West Larryberg,Female,No,Part-time,2022-10-04,High school diploma or equivalent
0000003671,003671,Father,Lee,Devin,Albert,,1978-11-18,63220,DADE,West Larryberg,Male,Yes,Part-time,2022-12-12,Bachelor's degree
0000003672,003672,Aunt,Salinas,Laura,Bianca,,1979-08-20,64230,CHARITON,New Reginaburgh,Female,No,Not in Labor Force,2024-12-10,Bachelor's degree
0000003672,003672,Grandfather,Gibson,Eric,Mark,,1971-11-10,64230,CHARITON,New Reginaburgh,Male,No,Part-time,2024-07-17,"Some college, no degree"
0000003673,003673,Grandmother,Delacruz,Alexis,Kristi,Jr.,1989-07-27,65791,DEKALB,Lake Jamesfurt,Female,Yes,Not in Labor Force,2026-01-10,High school diploma or equivalent
0000003673,003673,Aunt,Carey,Sara,,,1992-01-13,65791,DEKALB,Lake Jamesfurt,Female,Yes,Unemployed,2025-11-30,Bachelor's degree
0000003674,003674,Grandfather,Ashley,Roger,Michael,,1975-05-24,64016,MARION,North Cynthia,Male,Yes,Part-time,2024-09-05,"Some college, no degree"
0000003675,003675,Foster Parent,Cooper,Joshua,,,1971-12-02,64074,LACLEDE,Greeneburgh,Male,No,Employed,2021-04-10,Associate's degree
0000003676,003676,Foster Parent,Shields,Jamie,Brandon,,2000-01-23,64338,HOLT,Christopherland,Male,No,Not in Labor Force,2023-10-21,Bachelor's degree
0000003676,003676,Grandfather,Garcia,David,Michael,,2000-06-24,64338,HOLT,Christopherland,Male,Yes,Employed,2024-12-12,"Some college, no degree"
0000003677,003677,Stepmother,Webster,Beverly,,,1983-03-22,63060,CRAWFORD,Port Christinebury,Female,No,Part-time,2023-11-28,Associate's degree
0000003677,003677,Foster Parent,Dean,Joseph,,,1970-11-20,63060,CRAWFORD,Port Christinebury,Male,No,Part-time,2021-04-09,Bachelor's degree
0000003678,003678,Foster Parent,Bishop,Gary,Matthew,,1977-04-08,65059,ST. FRANCOIS,West Aaron,Male,No,Part-time,2023-05-26,Associate's degree
0000003678,003678,Stepmother,Mccoy,Ana,Stephanie,,2007-04-18,65059,ST. FRANCOIS,West Aaron,Female,Yes,Employed,2022-11-29,Bachelor's degree
0000003679,003679,Stepmother,Garner,Natalie,,,1981-08-25,65652,MONITEAU,Robertborough,Female,Yes,Employed,2025-01-31,High school diploma or equivalent
0000003679,003679,Court appointed guardian,Thomas,Michael,Ryan,,1974-11-30,65652,MONITEAU,Robertborough,Male,No,Employed,2023-03-17,High school diploma or equivalent
0000003680,003680,Foster Parent,Sanchez,Jose,Erik,,1980-06-28,65819,DUNKLIN,West Jason,Male,Yes,Unemployed,2026-03-13,High school diploma or equivalent
0000003680,003680,Foster mother,Stephens,Courtney,,,2001-04-18,65819,DUNKLIN,West Jason,Female,Yes,Part-time,2021-04-23,"Some college, no degree"
0000003681,003681,Foster mother,Chavez,Mallory,Jennifer,,1989-08-01,64208,BUCHANAN,Jessicahaven,Female,No,Employed,2022-03-11,"Some college, no degree"
0000003681,003681,Stepmother,James,Bailey,,,2007-07-01,64208,BUCHANAN,Jessicahaven,Female,No,Unemployed,2022-02-01,Bachelor's degree
0000003682,003682,Court appointed guardian,Peterson,Randy,Anthony,,1976-01-05,65477,DAVIESS,Lake Anna,Male,No,Employed,2024-06-02,High school diploma or equivalent
0000003682,003682,Uncle,Mills,James,George,,2007-07-13,65477,DAVIESS,Lake Anna,Male,No,Unemployed,2022-06-30,No high school diploma
0000003683,003683,Foster Parent,Howard,Anthony,Joshua,,1983-10-02,64519,GRUNDY,South Josephmouth,Male,Yes,Not in Labor Force,2024-04-14,No high school diploma
0000003684,003684,Stepmother,Martin,Holly,,,1992-05-24,63933,ST. LOUIS CITY,Chelseafort,Female,No,Employed,2023-07-24,Bachelor's degree
0000003684,003684,Father,Martin,David,,,1979-06-20,63933,ST. LOUIS CITY,Chelseafort,Male,No,Part-time,2024-03-26,Bachelor's degree
0000003685,003685,Adoptive parent,Hinton,Gregory,Andrew,,1981-06-24,63193,COLE,Campbellborough,Male,Yes,Employed,2024-09-29,"Some college, no degree"
0000003685,003685,Mother,Simmons,Mary,Mary,,2003-02-23,63193,COLE,Campbellborough,Female,Yes,Employed,2024-09-23,"Some college, no degree"
0000003686,003686,Foster father,Norton,Michael,Nicholas,,1998-11-23,65558,OREGON,West Stephenside,Male,Yes,Part-time,2021-04-16,"Some college, no degree"
0000003686,003686,Stepmother,Sullivan,Jacqueline,Erica,,1980-06-24,65558,OREGON,West Stephenside,Female,Yes,Part-time,2024-03-20,No high school diploma
0000003687,003687,Father,Yates,Clayton,Joseph,,1972-12-15,63424,OZARK,Joshuaside,Male,No,Employed,2021-09-10,"Some college, no degree"
0000003687,003687,Uncle,Castaneda,Jesse,Michael,,2005-07-06,63424,OZARK,Joshuaside,Male,Yes,Unemployed,2024-02-15,Bachelor's degree
0000003688,003688,Adoptive parent,White,Steven,Terry,,1989-09-22,63750,SULLIVAN,Estradahaven,Male,Yes,Unemployed,2021-11-27,Associate's degree
0000003688,003688,Court appointed guardian,Mason,Mark,George,,1987-08-26,63750,SULLIVAN,Estradahaven,Male,Yes,Employed,2025-07-28,No high school diploma
0000003689,003689,Foster mother,Meadows,Brittney,Tiffany,,2004-01-13,64626,ST. CLAIR,Stephenchester,Female,Yes,Employed,2025-05-02,High school diploma or equivalent
0000003689,003689,Stepmother,Carr,Jennifer,,,1978-07-20,64626,ST. CLAIR,Stephenchester,Female,Yes,Not in Labor Force,2025-06-19,Bachelor's degree
0000003690,003690,Foster mother,Lucas,Lisa,Erica,,1971-02-02,63576,BUTLER,Silvaland,Female,Yes,Unemployed,2026-01-13,No high school diploma
0000003691,003691,Court appointed guardian,Compton,Seth,,,1990-05-27,64883,MORGAN,Port Alexandra,Male,No,Employed,2024-07-29,High school diploma or equivalent
0000003691,003691,Adoptive parent,Jones,Michael,,,1986-09-16,64883,MORGAN,Port Alexandra,Male,Yes,Unemployed,2023-12-09,High school diploma or equivalent
0000003692,003692,Foster mother,Hull,Sandra,Katie,,1970-09-18,63840,JOHNSON,Philipstad,Female,Yes,Employed,2024-10-23,High school diploma or equivalent
0000003692,003692,Aunt,Copeland,Gabrielle,,,1999-01-18,63840,JOHNSON,Philipstad,Female,No,Employed,2022-12-11,High school diploma or equivalent
0000003693,003693,Stepmother,Morgan,Carly,Barbara,,2004-10-13,64789,BATES,Acevedoville,Female,No,Part-time,2024-02-28,Bachelor's degree
0000003694,003694,Grandfather,Sanchez,Shawn,James,,1974-03-17,63364,GENTRY,East Justin,Male,Yes,Employed,2021-08-15,Associate's degree
0000003695,003695,Mother,Bowman,Veronica,,,1984-06-29,63793,MISSISSIPPI,Johnstonmouth,Female,No,Employed,2025-05-08,High school diploma or equivalent
0000003695,003695,Uncle,Macdonald,Ryan,James,,1986-05-24,63793,MISSISSIPPI,Johnstonmouth,Male,Yes,Employed,2022-04-26,Bachelor's degree
0000003696,003696,Grandfather,Hoover,Anthony,Michael,,2001-01-30,63262,WAYNE,Lake Matthewchester,Male,Yes,Employed,2022-03-20,Graduate or professional degree
0000003697,003697,Grandmother,Brennan,Lauren,,,1973-03-15,64320,BARRY,Lanceberg,Female,No,Employed,2023-03-10,Associate's degree
0000003697,003697,Adoptive parent,Huang,Edward,Jimmy,,1984-01-31,64320,BARRY,Lanceberg,Male,No,Employed,2026-02-14,Bachelor's degree
0000003698,003698,Foster Parent,Mitchell,Gary,Jamie,,1973-09-10,63596,LIVINGSTON,Jonesside,Male,No,Employed,2025-11-12,"Some college, no degree"
0000003699,003699,Foster mother,Stout,Vanessa,,,2008-02-11,63772,MARIES,Port Davidton,Female,No,Employed,2022-11-27,High school diploma or equivalent
0000003699,003699,Grandfather,Thomas,Troy,,,1989-05-17,63772,MARIES,Port Davidton,Male,No,Employed,2024-10-24,High school diploma or equivalent
0000003700,003700,Foster Parent,Hernandez,Roy,James,,1998-11-19,64367,PUTNAM,Monicafort,Male,No,Employed,2025-07-22,High school diploma or equivalent
0000003700,003700,Grandfather,Long,Dennis,Brian,,2000-11-20,64367,PUTNAM,Monicafort,Male,No,Employed,2025-08-22,"Some college, no degree"
0000003701,003701,Mother,Rivas,Tami,Helen,,1996-05-01,64872,CLINTON,Lake Robertbury,Female,Yes,Not in Labor Force,2024-12-17,Associate's degree
0000003701,003701,Foster father,Smith,Steven,James,,1978-04-15,64872,CLINTON,Lake Robertbury,Male,No,Part-time,2023-02-13,High school diploma or equivalent
0000003702,003702,Court appointed guardian,West,Gerald,James,,1973-05-29,64259,WARREN,Villarrealton,Male,No,Employed,2023-04-26,Associate's degree
